,factor1_measure,factor2_measure,factor3_measure,factor4_measure,factor5_measure,factor6_measure,student
2985,0.0,,0.0,10.0,0.0,,595845
2986,0.0,0.0,0.0,12.5,17.0,,595874
2987,0.0,11.0,12.6666666667,12.0,11.0,,596038
2988,14.1666666667,14.0,14.6666666667,13.0,15.0,,596060
2989,13.5,17.0,14.6666666667,14.5,15.0,,596154
2990,0.0,10.0,0.0,12.0,12.0,,596174
2991,12.3333333333,12.0,12.0,15.0,15.0,,596246
2992,0.0,11.0,13.0,12.5,12.0,,596267
2993,0.0,0.0,0.0,11.0,0.0,,596325
2994,0.0,10.0,0.0,12.5,0.0,,596371
2995,0.0,10.0,0.0,12.5,0.0,,596433
2996,0.0,10.0,0.0,12.5,13.0,,596506
2997,0.0,,0.0,,,,596629
2998,0.0,0.0,0.0,11.0,11.0,,596640
2999,0.0,0.0,0.0,0.0,12.0,,596642
3000,12.6666666667,13.0,12.6666666667,13.0,16.0,,596792
3001,0.0,12.0,11.0,14.5,12.0,,596848
3002,0.0,0.0,0.0,0.0,0.0,,597003
3003,0.0,14.0,0.0,0.0,0.0,,597127
3004,0.0,,0.0,11.0,0.0,,597188
3005,0.0,11.0,0.0,11.5,12.0,,597208
3006,0.0,11.0,0.0,12.5,14.0,,597215
3007,11.6666666667,0.0,12.0,11.5,13.0,,597246
3008,12.0,12.0,11.6666666667,11.5,13.0,,597293
3009,0.0,11.0,0.0,13.0,11.0,,597295
3010,0.0,12.0,0.0,13.0,0.0,,597308
3011,0.0,0.0,0.0,11.0,10.0,,597540
3012,0.0,0.0,0.0,10.5,0.0,,597543
3013,0.0,0.0,0.0,10.5,0.0,,597552
3014,0.0,12.0,11.0,14.5,10.0,,597555
3015,0.0,10.0,0.0,11.5,0.0,,597556
3016,0.0,13.0,0.0,11.5,10.0,,597559
3017,0.0,0.0,0.0,14.0,0.0,,597563
3018,11.8333333333,12.0,11.0,14.0,13.0,,597709
3019,0.0,10.0,0.0,14.0,10.0,,597753
3020,0.0,0.0,0.0,0.0,0.0,,597759
3021,0.0,13.0,13.0,12.5,11.0,,597767
3022,0.0,11.0,0.0,11.5,12.0,,597792
3023,0.0,,0.0,0.0,0.0,,597824
3024,12.3333333333,12.0,0.0,13.0,16.0,,597831
3025,0.0,11.0,11.0,0.0,17.0,,597833
3026,0.0,0.0,0.0,0.0,14.0,,597860
3027,12.6666666667,11.0,13.3333333333,14.0,10.0,,597864
3028,0.0,0.0,0.0,12.0,11.0,,597875
3029,0.0,14.0,14.0,11.5,11.0,,598019
3030,0.0,0.0,0.0,0.0,0.0,,598190
3031,0.0,13.0,10.3333333333,11.0,10.0,,598220
3032,0.0,0.0,0.0,0.0,0.0,,598247
3033,0.0,0.0,0.0,0.0,0.0,,598283
3034,0.0,0.0,12.0,11.0,10.0,,598597
3035,0.0,0.0,0.0,0.0,0.0,,599876
